項次,西元年,民國年,性別,年齡,預期壽命
7558,2048,137,總計,95歲,4.63
7559,2048,137,男性,95歲,4.26
7560,2048,137,女性,95歲,4.82
7561,2048,137,總計,96歲,4.32
7562,2048,137,男性,96歲,4
7563,2048,137,女性,96歲,4.47
7564,2048,137,總計,97歲,4.02
7565,2048,137,男性,97歲,3.74
7566,2048,137,女性,97歲,4.15
7567,2048,137,總計,98歲,3.73
7568,2048,137,男性,98歲,3.51
7569,2048,137,女性,98歲,3.84
7570,2048,137,總計,99歲,3.47
7571,2048,137,男性,99歲,3.28
7572,2048,137,女性,99歲,3.55
7573,2048,137,總計,100歲及以上,2.73
7574,2048,137,男性,100歲及以上,2.65
7575,2048,137,女性,100歲及以上,2.76
7576,2049,138,總計,0歲,84.95
7577,2049,138,男性,0歲,81.84
7578,2049,138,女性,0歲,88.06
7579,2049,138,總計,1歲,84.2
7580,2049,138,男性,1歲,81.1
7581,2049,138,女性,1歲,87.3
7582,2049,138,總計,2歲,83.21
7583,2049,138,男性,2歲,80.11
7584,2049,138,女性,2歲,86.31
7585,2049,138,總計,3歲,82.22
7586,2049,138,男性,3歲,79.12
7587,2049,138,女性,3歲,85.32
7588,2049,138,總計,4歲,81.22
7589,2049,138,男性,4歲,78.12
7590,2049,138,女性,4歲,84.33
7591,2049,138,總計,5歲,80.23
7592,2049,138,男性,5歲,77.13
7593,2049,138,女性,5歲,83.33
7594,2049,138,總計,6歲,79.23
7595,2049,138,男性,6歲,76.13
7596,2049,138,女性,6歲,82.33
7597,2049,138,總計,7歲,78.24
7598,2049,138,男性,7歲,75.13
7599,2049,138,女性,7歲,81.34
7600,2049,138,總計,8歲,77.24
7601,2049,138,男性,8歲,74.14
7602,2049,138,女性,8歲,80.34
7603,2049,138,總計,9歲,76.24
7604,2049,138,男性,9歲,73.14
7605,2049,138,女性,9歲,79.34
7606,2049,138,總計,10歲,75.25
7607,2049,138,男性,10歲,72.14
7608,2049,138,女性,10歲,78.35
7609,2049,138,總計,11歲,74.25
7610,2049,138,男性,11歲,71.15
7611,2049,138,女性,11歲,77.35
7612,2049,138,總計,12歲,73.25
7613,2049,138,男性,12歲,70.15
7614,2049,138,女性,12歲,76.35
7615,2049,138,總計,13歲,72.26
7616,2049,138,男性,13歲,69.15
7617,2049,138,女性,13歲,75.36
7618,2049,138,總計,14歲,71.26
7619,2049,138,男性,14歲,68.16
7620,2049,138,女性,14歲,74.36
7621,2049,138,總計,15歲,70.27
7622,2049,138,男性,15歲,67.17
7623,2049,138,女性,15歲,73.37
7624,2049,138,總計,16歲,69.28
7625,2049,138,男性,16歲,66.18
7626,2049,138,女性,16歲,72.38
7627,2049,138,總計,17歲,68.29
7628,2049,138,男性,17歲,65.19
7629,2049,138,女性,17歲,71.39
7630,2049,138,總計,18歲,67.3
7631,2049,138,男性,18歲,64.21
7632,2049,138,女性,18歲,70.39
7633,2049,138,總計,19歲,66.32
7634,2049,138,男性,19歲,63.23
7635,2049,138,女性,19歲,69.4
7636,2049,138,總計,20歲,65.33
7637,2049,138,男性,20歲,62.25
7638,2049,138,女性,20歲,68.42
7639,2049,138,總計,21歲,64.35
7640,2049,138,男性,21歲,61.27
7641,2049,138,女性,21歲,67.43
7642,2049,138,總計,22歲,63.37
7643,2049,138,男性,22歲,60.29
7644,2049,138,女性,22歲,66.44
7645,2049,138,總計,23歲,62.38
7646,2049,138,男性,23歲,59.31
7647,2049,138,女性,23歲,65.45
7648,2049,138,總計,24歲,61.4
7649,2049,138,男性,24歲,58.33
7650,2049,138,女性,24歲,64.46
7651,2049,138,總計,25歲,60.42
7652,2049,138,男性,25歲,57.35
7653,2049,138,女性,25歲,63.48
7654,2049,138,總計,26歲,59.43
7655,2049,138,男性,26歲,56.37
7656,2049,138,女性,26歲,62.49
7657,2049,138,總計,27歲,58.45
7658,2049,138,男性,27歲,55.38
7659,2049,138,女性,27歲,61.51
7660,2049,138,總計,28歲,57.46
7661,2049,138,男性,28歲,54.4
7662,2049,138,女性,28歲,60.52
7663,2049,138,總計,29歲,56.48
7664,2049,138,男性,29歲,53.42
7665,2049,138,女性,29歲,59.53
7666,2049,138,總計,30歲,55.5
7667,2049,138,男性,30歲,52.44
7668,2049,138,女性,30歲,58.55
7669,2049,138,總計,31歲,54.52
7670,2049,138,男性,31歲,51.46
7671,2049,138,女性,31歲,57.57
7672,2049,138,總計,32歲,53.54
7673,2049,138,男性,32歲,50.48
7674,2049,138,女性,32歲,56.59
7675,2049,138,總計,33歲,52.56
7676,2049,138,男性,33歲,49.5
7677,2049,138,女性,33歲,55.61
7678,2049,138,總計,34歲,51.58
7679,2049,138,男性,34歲,48.53
7680,2049,138,女性,34歲,54.63
7681,2049,138,總計,35歲,50.61
7682,2049,138,男性,35歲,47.55
7683,2049,138,女性,35歲,53.65
7684,2049,138,總計,36歲,49.63
7685,2049,138,男性,36歲,46.58
7686,2049,138,女性,36歲,52.67
7687,2049,138,總計,37歲,48.66
7688,2049,138,男性,37歲,45.62
7689,2049,138,女性,37歲,51.69
7690,2049,138,總計,38歲,47.69
7691,2049,138,男性,38歲,44.65
7692,2049,138,女性,38歲,50.72
7693,2049,138,總計,39歲,46.72
7694,2049,138,男性,39歲,43.69
7695,2049,138,女性,39歲,49.74
7696,2049,138,總計,40歲,45.76
7697,2049,138,男性,40歲,42.73
7698,2049,138,女性,40歲,48.77
7699,2049,138,總計,41歲,44.8
7700,2049,138,男性,41歲,41.78
7701,2049,138,女性,41歲,47.8
7702,2049,138,總計,42歲,43.84
7703,2049,138,男性,42歲,40.83
7704,2049,138,女性,42歲,46.83
7705,2049,138,總計,43歲,42.88
7706,2049,138,男性,43歲,39.88
7707,2049,138,女性,43歲,45.87
7708,2049,138,總計,44歲,41.93
7709,2049,138,男性,44歲,38.94
7710,2049,138,女性,44歲,44.9
7711,2049,138,總計,45歲,40.99
7712,2049,138,男性,45歲,38.01
7713,2049,138,女性,45歲,43.94
7714,2049,138,總計,46歲,40.05
7715,2049,138,男性,46歲,37.08
7716,2049,138,女性,46歲,42.98
7717,2049,138,總計,47歲,39.11
7718,2049,138,男性,47歲,36.16
7719,2049,138,女性,47歲,42.03
7720,2049,138,總計,48歲,38.18
7721,2049,138,男性,48歲,35.25
7722,2049,138,女性,48歲,41.07
7723,2049,138,總計,49歲,37.25
7724,2049,138,男性,49歲,34.35
7725,2049,138,女性,49歲,40.12
7726,2049,138,總計,50歲,36.33
7727,2049,138,男性,50歲,33.45
7728,2049,138,女性,50歲,39.18
7729,2049,138,總計,51歲,35.42
7730,2049,138,男性,51歲,32.56
7731,2049,138,女性,51歲,38.23
7732,2049,138,總計,52歲,34.51
7733,2049,138,男性,52歲,31.69
7734,2049,138,女性,52歲,37.29
7735,2049,138,總計,53歲,33.61
7736,2049,138,男性,53歲,30.82
7737,2049,138,女性,53歲,36.35
7738,2049,138,總計,54歲,32.72
7739,2049,138,男性,54歲,29.95
7740,2049,138,女性,54歲,35.42
7741,2049,138,總計,55歲,31.83
7742,2049,138,男性,55歲,29.1
7743,2049,138,女性,55歲,34.48
7744,2049,138,總計,56歲,30.94
7745,2049,138,男性,56歲,28.25
7746,2049,138,女性,56歲,33.55
7747,2049,138,總計,57歲,30.06
7748,2049,138,男性,57歲,27.41
7749,2049,138,女性,57歲,32.62
7750,2049,138,總計,58歲,29.18
7751,2049,138,男性,58歲,26.58
7752,2049,138,女性,58歲,31.7
7753,2049,138,總計,59歲,28.31
7754,2049,138,男性,59歲,25.75
7755,2049,138,女性,59歲,30.77
7756,2049,138,總計,60歲,27.45
7757,2049,138,男性,60歲,24.93
7758,2049,138,女性,60歲,29.85
7759,2049,138,總計,61歲,26.59
7760,2049,138,男性,61歲,24.11
7761,2049,138,女性,61歲,28.94
7762,2049,138,總計,62歲,25.73
7763,2049,138,男性,62歲,23.3
7764,2049,138,女性,62歲,28.02
7765,2049,138,總計,63歲,24.88
7766,2049,138,男性,63歲,22.5
7767,2049,138,女性,63歲,27.11
7768,2049,138,總計,64歲,24.03
7769,2049,138,男性,64歲,21.71
7770,2049,138,女性,64歲,26.21
7771,2049,138,總計,65歲,23.19
7772,2049,138,男性,65歲,20.92
7773,2049,138,女性,65歲,25.31
7774,2049,138,總計,66歲,22.36
7775,2049,138,男性,66歲,20.14
7776,2049,138,女性,66歲,24.42
7777,2049,138,總計,67歲,21.54
7778,2049,138,男性,67歲,19.37
7779,2049,138,女性,67歲,23.53
7780,2049,138,總計,68歲,20.72
7781,2049,138,男性,68歲,18.6
7782,2049,138,女性,68歲,22.65
7783,2049,138,總計,69歲,19.92
7784,2049,138,男性,69歲,17.85
7785,2049,138,女性,69歲,21.78
7786,2049,138,總計,70歲,19.12
7787,2049,138,男性,70歲,17.12
7788,2049,138,女性,70歲,20.92
7789,2049,138,總計,71歲,18.34
7790,2049,138,男性,71歲,16.39
7791,2049,138,女性,71歲,20.06
7792,2049,138,總計,72歲,17.56
7793,2049,138,男性,72歲,15.68
7794,2049,138,女性,72歲,19.22
7795,2049,138,總計,73歲,16.8
7796,2049,138,男性,73歲,14.97
7797,2049,138,女性,73歲,18.39
7798,2049,138,總計,74歲,16.06
7799,2049,138,男性,74歲,14.29
7800,2049,138,女性,74歲,17.58
7801,2049,138,總計,75歲,15.32
7802,2049,138,男性,75歲,13.62
7803,2049,138,女性,75歲,16.77
7804,2049,138,總計,76歲,14.61
7805,2049,138,男性,76歲,12.97
7806,2049,138,女性,76歲,15.98
7807,2049,138,總計,77歲,13.91
7808,2049,138,男性,77歲,12.33
7809,2049,138,女性,77歲,15.21
7810,2049,138,總計,78歲,13.22
7811,2049,138,男性,78歲,11.72
7812,2049,138,女性,78歲,14.44
7813,2049,138,總計,79歲,12.55
7814,2049,138,男性,79歲,11.12
7815,2049,138,女性,79歲,13.7
7816,2049,138,總計,80歲,11.9
7817,2049,138,男性,80歲,10.54
7818,2049,138,女性,80歲,12.97
7819,2049,138,總計,81歲,11.27
7820,2049,138,男性,81歲,9.98
7821,2049,138,女性,81歲,12.26
7822,2049,138,總計,82歲,10.66
7823,2049,138,男性,82歲,9.45
7824,2049,138,女性,82歲,11.57
7825,2049,138,總計,83歲,10.06
7826,2049,138,男性,83歲,8.93
7827,2049,138,女性,83歲,10.9
7828,2049,138,總計,84歲,9.49
7829,2049,138,男性,84歲,8.43
7830,2049,138,女性,84歲,10.26
7831,2049,138,總計,85歲,8.94
7832,2049,138,男性,85歲,7.95
7833,2049,138,女性,85歲,9.63
7834,2049,138,總計,86歲,8.42
7835,2049,138,男性,86歲,7.5
7836,2049,138,女性,86歲,9.05
7837,2049,138,總計,87歲,7.93
7838,2049,138,男性,87歲,7.07
7839,2049,138,女性,87歲,8.5
7840,2049,138,總計,88歲,7.45
7841,2049,138,男性,88歲,6.65
7842,2049,138,女性,88歲,7.96
7843,2049,138,總計,89歲,6.99
7844,2049,138,男性,89歲,6.26
7845,2049,138,女性,89歲,7.45
7846,2049,138,總計,90歲,6.55
7847,2049,138,男性,90歲,5.89
7848,2049,138,女性,90歲,6.96
7849,2049,138,總計,91歲,6.13
7850,2049,138,男性,91歲,5.53
7851,2049,138,女性,91歲,6.49
7852,2049,138,總計,92歲,5.73
7853,2049,138,男性,92歲,5.19
7854,2049,138,女性,92歲,6.04
7855,2049,138,總計,93歲,5.36
7856,2049,138,男性,93歲,4.87
7857,2049,138,女性,93歲,5.62
7858,2049,138,總計,94歲,5
7859,2049,138,男性,94歲,4.57
7860,2049,138,女性,94歲,5.22
7861,2049,138,總計,95歲,4.65
7862,2049,138,男性,95歲,4.28
7863,2049,138,女性,95歲,4.84
7864,2049,138,總計,96歲,4.33
7865,2049,138,男性,96歲,4.01
7866,2049,138,女性,96歲,4.49
7867,2049,138,總計,97歲,4.03
7868,2049,138,男性,97歲,3.76
7869,2049,138,女性,97歲,4.16
7870,2049,138,總計,98歲,3.75
7871,2049,138,男性,98歲,3.52
7872,2049,138,女性,98歲,3.85
7873,2049,138,總計,99歲,3.48
7874,2049,138,男性,99歲,3.29
7875,2049,138,女性,99歲,3.56
7876,2049,138,總計,100歲及以上,2.73
7877,2049,138,男性,100歲及以上,2.66
7878,2049,138,女性,100歲及以上,2.76
7879,2050,139,總計,0歲,85.08
7880,2050,139,男性,0歲,81.97
7881,2050,139,女性,0歲,88.18
7882,2050,139,總計,1歲,84.33
7883,2050,139,男性,1歲,81.23
7884,2050,139,女性,1歲,87.43
7885,2050,139,總計,2歲,83.34
7886,2050,139,男性,2歲,80.24
7887,2050,139,女性,2歲,86.44
7888,2050,139,總計,3歲,82.34
7889,2050,139,男性,3歲,79.24
7890,2050,139,女性,3歲,85.44
7891,2050,139,總計,4歲,81.35
7892,2050,139,男性,4歲,78.25
7893,2050,139,女性,4歲,84.45
7894,2050,139,總計,5歲,80.35
7895,2050,139,男性,5歲,77.25
7896,2050,139,女性,5歲,83.45
7897,2050,139,總計,6歲,79.35
7898,2050,139,男性,6歲,76.26
7899,2050,139,女性,6歲,82.45
7900,2050,139,總計,7歲,78.36
7901,2050,139,男性,7歲,75.26
7902,2050,139,女性,7歲,81.46
7903,2050,139,總計,8歲,77.36
7904,2050,139,男性,8歲,74.26
7905,2050,139,女性,8歲,80.46
7906,2050,139,總計,9歲,76.36
7907,2050,139,男性,9歲,73.27
7908,2050,139,女性,9歲,79.46
7909,2050,139,總計,10歲,75.37
7910,2050,139,男性,10歲,72.27
7911,2050,139,女性,10歲,78.47
7912,2050,139,總計,11歲,74.37
7913,2050,139,男性,11歲,71.27
7914,2050,139,女性,11歲,77.47
7915,2050,139,總計,12歲,73.38
7916,2050,139,男性,12歲,70.27
7917,2050,139,女性,12歲,76.47
7918,2050,139,總計,13歲,72.38
7919,2050,139,男性,13歲,69.28
7920,2050,139,女性,13歲,75.48
7921,2050,139,總計,14歲,71.39
7922,2050,139,男性,14歲,68.28
7923,2050,139,女性,14歲,74.48
7924,2050,139,總計,15歲,70.39
7925,2050,139,男性,15歲,67.29
7926,2050,139,女性,15歲,73.49
7927,2050,139,總計,16歲,69.4
7928,2050,139,男性,16歲,66.3
7929,2050,139,女性,16歲,72.5
7930,2050,139,總計,17歲,68.41
7931,2050,139,男性,17歲,65.32
7932,2050,139,女性,17歲,71.5
7933,2050,139,總計,18歲,67.42
7934,2050,139,男性,18歲,64.33
7935,2050,139,女性,18歲,70.51
7936,2050,139,總計,19歲,66.44
7937,2050,139,男性,19歲,63.35
7938,2050,139,女性,19歲,69.52
7939,2050,139,總計,20歲,65.45
7940,2050,139,男性,20歲,62.37
7941,2050,139,女性,20歲,68.53
7942,2050,139,總計,21歲,64.47
7943,2050,139,男性,21歲,61.39
7944,2050,139,女性,21歲,67.55
7945,2050,139,總計,22歲,63.49
7946,2050,139,男性,22歲,60.41
7947,2050,139,女性,22歲,66.56
7948,2050,139,總計,23歲,62.5
7949,2050,139,男性,23歲,59.43
7950,2050,139,女性,23歲,65.57
7951,2050,139,總計,24歲,61.52
7952,2050,139,男性,24歲,58.45
7953,2050,139,女性,24歲,64.58
7954,2050,139,總計,25歲,60.53
7955,2050,139,男性,25歲,57.47
7956,2050,139,女性,25歲,63.6
7957,2050,139,總計,26歲,59.55
7958,2050,139,男性,26歲,56.49
7959,2050,139,女性,26歲,62.61
7960,2050,139,總計,27歲,58.57
7961,2050,139,男性,27歲,55.5
7962,2050,139,女性,27歲,61.62
7963,2050,139,總計,28歲,57.58
7964,2050,139,男性,28歲,54.52
7965,2050,139,女性,28歲,60.64
7966,2050,139,總計,29歲,56.6
7967,2050,139,男性,29歲,53.54
7968,2050,139,女性,29歲,59.65
7969,2050,139,總計,30歲,55.62
7970,2050,139,男性,30歲,52.56
7971,2050,139,女性,30歲,58.67
7972,2050,139,總計,31歲,54.63
7973,2050,139,男性,31歲,51.58
7974,2050,139,女性,31歲,57.69
7975,2050,139,總計,32歲,53.65
7976,2050,139,男性,32歲,50.6
7977,2050,139,女性,32歲,56.7
7978,2050,139,總計,33歲,52.68
7979,2050,139,男性,33歲,49.62
7980,2050,139,女性,33歲,55.72
7981,2050,139,總計,34歲,51.7
7982,2050,139,男性,34歲,48.65
7983,2050,139,女性,34歲,54.74
7984,2050,139,總計,35歲,50.72
7985,2050,139,男性,35歲,47.67
7986,2050,139,女性,35歲,53.76
7987,2050,139,總計,36歲,49.75
7988,2050,139,男性,36歲,46.7
7989,2050,139,女性,36歲,52.79
7990,2050,139,總計,37歲,48.77
7991,2050,139,男性,37歲,45.73
7992,2050,139,女性,37歲,51.81
7993,2050,139,總計,38歲,47.8
7994,2050,139,男性,38歲,44.76
7995,2050,139,女性,38歲,50.83
7996,2050,139,總計,39歲,46.84
7997,2050,139,男性,39歲,43.8
7998,2050,139,女性,39歲,49.86
7999,2050,139,總計,40歲,45.87
8000,2050,139,男性,40歲,42.84
8001,2050,139,女性,40歲,48.89
8002,2050,139,總計,41歲,44.91
8003,2050,139,男性,41歲,41.89
8004,2050,139,女性,41歲,47.92
8005,2050,139,總計,42歲,43.95
8006,2050,139,男性,42歲,40.94
8007,2050,139,女性,42歲,46.95
8008,2050,139,總計,43歲,43
8009,2050,139,男性,43歲,39.99
8010,2050,139,女性,43歲,45.98
8011,2050,139,總計,44歲,42.04
8012,2050,139,男性,44歲,39.05
8013,2050,139,女性,44歲,45.02
8014,2050,139,總計,45歲,41.1
8015,2050,139,男性,45歲,38.12
8016,2050,139,女性,45歲,44.06
8017,2050,139,總計,46歲,40.16
8018,2050,139,男性,46歲,37.19
8019,2050,139,女性,46歲,43.1
8020,2050,139,總計,47歲,39.22
8021,2050,139,男性,47歲,36.27
8022,2050,139,女性,47歲,42.14
8023,2050,139,總計,48歲,38.29
8024,2050,139,男性,48歲,35.36
8025,2050,139,女性,48歲,41.19
8026,2050,139,總計,49歲,37.36
8027,2050,139,男性,49歲,34.45
8028,2050,139,女性,49歲,40.24
8029,2050,139,總計,50歲,36.44
8030,2050,139,男性,50歲,33.55
8031,2050,139,女性,50歲,39.29
8032,2050,139,總計,51歲,35.53
8033,2050,139,男性,51歲,32.66
8034,2050,139,女性,51歲,38.34
8035,2050,139,總計,52歲,34.62
8036,2050,139,男性,52歲,31.78
8037,2050,139,女性,52歲,37.4
8038,2050,139,總計,53歲,33.72
8039,2050,139,男性,53歲,30.91
8040,2050,139,女性,53歲,36.46
8041,2050,139,總計,54歲,32.82
8042,2050,139,男性,54歲,30.05
8043,2050,139,女性,54歲,35.53
8044,2050,139,總計,55歲,31.93
8045,2050,139,男性,55歲,29.19
8046,2050,139,女性,55歲,34.59
8047,2050,139,總計,56歲,31.04
8048,2050,139,男性,56歲,28.34
8049,2050,139,女性,56歲,33.66
8050,2050,139,總計,57歲,30.16
8051,2050,139,男性,57歲,27.5
8052,2050,139,女性,57歲,32.73
8053,2050,139,總計,58歲,29.28
8054,2050,139,男性,58歲,26.67
8055,2050,139,女性,58歲,31.8
8056,2050,139,總計,59歲,28.41
8057,2050,139,男性,59歲,25.84
8058,2050,139,女性,59歲,30.88
8059,2050,139,總計,60歲,27.54
8060,2050,139,男性,60歲,25.02
8061,2050,139,女性,60歲,29.96
8062,2050,139,總計,61歲,26.68
8063,2050,139,男性,61歲,24.2
8064,2050,139,女性,61歲,29.04
8065,2050,139,總計,62歲,25.82
8066,2050,139,男性,62歲,23.39
8067,2050,139,女性,62歲,28.13
8068,2050,139,總計,63歲,24.97
8069,2050,139,男性,63歲,22.58
8070,2050,139,女性,63歲,27.22
8071,2050,139,總計,64歲,24.12
8072,2050,139,男性,64歲,21.79
8073,2050,139,女性,64歲,26.31
8074,2050,139,總計,65歲,23.28
8075,2050,139,男性,65歲,21
8076,2050,139,女性,65歲,25.41
8077,2050,139,總計,66歲,22.45
8078,2050,139,男性,66歲,20.22
8079,2050,139,女性,66歲,24.51
8080,2050,139,總計,67歲,21.62
8081,2050,139,男性,67歲,19.44
8082,2050,139,女性,67歲,23.63
8083,2050,139,總計,68歲,20.81
8084,2050,139,男性,68歲,18.68
8085,2050,139,女性,68歲,22.75
8086,2050,139,總計,69歲,20
8087,2050,139,男性,69歲,17.93
8088,2050,139,女性,69歲,21.87
8089,2050,139,總計,70歲,19.2
8090,2050,139,男性,70歲,17.19
8091,2050,139,女性,70歲,21.01
8092,2050,139,總計,71歲,18.42
8093,2050,139,男性,71歲,16.46
8094,2050,139,女性,71歲,20.16
8095,2050,139,總計,72歲,17.64
8096,2050,139,男性,72歲,15.75
8097,2050,139,女性,72歲,19.31
8098,2050,139,總計,73歲,16.88
8099,2050,139,男性,73歲,15.04
8100,2050,139,女性,73歲,18.48
8101,2050,139,總計,74歲,16.13
8102,2050,139,男性,74歲,14.36
8103,2050,139,女性,74歲,17.66
8104,2050,139,總計,75歲,15.4
8105,2050,139,男性,75歲,13.68
8106,2050,139,女性,75歲,16.86
8107,2050,139,總計,76歲,14.68
8108,2050,139,男性,76歲,13.03
8109,2050,139,女性,76歲,16.06
8110,2050,139,總計,77歲,13.97
8111,2050,139,男性,77歲,12.39
8112,2050,139,女性,77歲,15.28
8113,2050,139,總計,78歲,13.29
8114,2050,139,男性,78歲,11.77
8115,2050,139,女性,78歲,14.52
8116,2050,139,總計,79歲,12.62
8117,2050,139,男性,79歲,11.17
8118,2050,139,女性,79歲,13.77
8119,2050,139,總計,80歲,11.96
8120,2050,139,男性,80歲,10.59
8121,2050,139,女性,80歲,13.04
8122,2050,139,總計,81歲,11.33
8123,2050,139,男性,81歲,10.03
8124,2050,139,女性,81歲,12.32
8125,2050,139,總計,82歲,10.71
8126,2050,139,男性,82歲,9.49
8127,2050,139,女性,82歲,11.63
8128,2050,139,總計,83歲,10.12
8129,2050,139,男性,83歲,8.97
8130,2050,139,女性,83歲,10.96
8131,2050,139,總計,84歲,9.54
8132,2050,139,男性,84歲,8.47
8133,2050,139,女性,84歲,10.32
8134,2050,139,總計,85歲,8.99
8135,2050,139,男性,85歲,7.99
8136,2050,139,女性,85歲,9.69
8137,2050,139,總計,86歲,8.47
8138,2050,139,男性,86歲,7.53
8139,2050,139,女性,86歲,9.11
8140,2050,139,總計,87歲,7.97
8141,2050,139,男性,87歲,7.1
8142,2050,139,女性,87歲,8.55
8143,2050,139,總計,88歲,7.49
8144,2050,139,男性,88歲,6.69
8145,2050,139,女性,88歲,8.01
8146,2050,139,總計,89歲,7.03
8147,2050,139,男性,89歲,6.29
8148,2050,139,女性,89歲,7.49
8149,2050,139,總計,90歲,6.59
8150,2050,139,男性,90歲,5.91
8151,2050,139,女性,90歲,7
8152,2050,139,總計,91歲,6.17
8153,2050,139,男性,91歲,5.55
8154,2050,139,女性,91歲,6.52
8155,2050,139,總計,92歲,5.76
8156,2050,139,男性,92歲,5.21
8157,2050,139,女性,92歲,6.08
8158,2050,139,總計,93歲,5.38
8159,2050,139,男性,93歲,4.89
8160,2050,139,女性,93歲,5.65
8161,2050,139,總計,94歲,5.02
8162,2050,139,男性,94歲,4.58
8163,2050,139,女性,94歲,5.25
8164,2050,139,總計,95歲,4.68
8165,2050,139,男性,95歲,4.3
8166,2050,139,女性,95歲,4.87
8167,2050,139,總計,96歲,4.35
8168,2050,139,男性,96歲,4.03
8169,2050,139,女性,96歲,4.51
8170,2050,139,總計,97歲,4.05
8171,2050,139,男性,97歲,3.77
8172,2050,139,女性,97歲,4.18
8173,2050,139,總計,98歲,3.76
8174,2050,139,男性,98歲,3.53
8175,2050,139,女性,98歲,3.87
8176,2050,139,總計,99歲,3.49
8177,2050,139,男性,99歲,3.3
8178,2050,139,女性,99歲,3.58
8179,2050,139,總計,100歲及以上,2.74
8180,2050,139,男性,100歲及以上,2.66
8181,2050,139,女性,100歲及以上,2.77
8182,2051,140,總計,0歲,85.2
8183,2051,140,男性,0歲,82.1
8184,2051,140,女性,0歲,88.31
8185,2051,140,總計,1歲,84.45
8186,2051,140,男性,1歲,81.35
8187,2051,140,女性,1歲,87.55
8188,2051,140,總計,2歲,83.46
8189,2051,140,男性,2歲,80.36
8190,2051,140,女性,2歲,86.56
8191,2051,140,總計,3歲,82.47
8192,2051,140,男性,3歲,79.37
8193,2051,140,女性,3歲,85.56
8194,2051,140,總計,4歲,81.47
8195,2051,140,男性,4歲,78.37
8196,2051,140,女性,4歲,84.56
8197,2051,140,總計,5歲,80.47
8198,2051,140,男性,5歲,77.38
8199,2051,140,女性,5歲,83.57
